Uninstalled 1 package in 0.50ms
Installed 1 package in 1ms
/home/jk/jupyterlab/autoresearch-dgx/.venv/lib/python3.10/site-packages/torch/cuda/__init__.py:283: UserWarning: 
    Found GPU0 NVIDIA GB10 which is of cuda capability 12.1.
    Minimum and Maximum cuda capability supported by this version of PyTorch is
    (8.0) - (12.0)
    
  warnings.warn(
W0526 02:23:46.702000 1984956 .venv/lib/python3.10/site-packages/torch/_inductor/utils.py:1613] [0/0] Not enough SMs to use max_autotune_gemm mode
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 6,291,456
  lm_head                 : 3,145,728
  transformer_matrices    : 7,078,080
  scalars                 : 8
  total                   : 19,661,000
Estimated FLOPs per token: 8.493581e+07
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011383 | lrm: 1.00 | dt: 4845ms | tok/sec: 6,762 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00163 (14.0%) | loss: 4.647883 | lrm: 1.00 | dt: 274ms | tok/sec: 119,717 | mfu: 4.9% | epoch: 1 | remaining: 258s    
step 00164 (14.1%) | loss: 4.638058 | lrm: 1.00 | dt: 283ms | tok/sec: 115,916 | mfu: 4.7% | epoch: 1 | remaining: 257s    
step 00165 (14.2%) | loss: 4.624772 | lrm: 1.00 | dt: 277ms | tok/sec: 118,441 | mfu: 4.8% | epoch: 1 | remaining: 257s    
step 00166 (14.3%) | loss: 4.616620 | lrm: 1.00 | dt: 277ms | tok/sec: 118,121 | mfu: 4.8% | epoch: 1 | remaining: 257s    
step 00167 (14.4%) | loss: 4.617379 | lrm: 1.00 | dt: 278ms | tok/sec: 118,011 | mfu: 4.8% | epoch: 1 | remaining: 257s    
step 00168 (14.5%) | loss: 4.621145 | lrm: 1.00 | dt: 282ms | tok/sec: 116,303 | mfu: 4.7% | epoch: 1 | remaining: 256s    
step 00169 (14.5%) | loss: 4.610179 | lrm: 1.00 | dt: 276ms | tok/sec: 118,890 | mfu: 4.8% | epoch: 1 | remaining: 256s    
step 00170 (14.6%) | loss: 4.603883 | lrm: 1.00 | dt: 279ms | tok/sec: 117,478 | mfu: 4.8% | epoch: 1 | remaining: 256s    
step 00171 (14.7%) | loss: 4.598509 | lrm: 1.00 | dt: 281ms | tok/sec: 116,498 | mfu: 4.7% | epoch: 1 | remaining: 256s    
step 00172 (14.8%) | loss: 4.597113 | lrm: 1.00 | dt: 276ms | tok/sec: 118,598 | mfu: 4.8% | epoch: 1 | remaining: 255s    
step 00173 (14.9%) | loss: 4.587935 | lrm: 1.00 | dt: 277ms | tok/sec: 118,344 | mfu: 4.8% | epoch: 1 | remaining: 255s    
step 00174 (15.0%) | loss: 4.579298 | lrm: 1.00 | dt: 277ms | tok/sec: 118,452 | mfu: 4.8% | epoch: 1 | remaining: 255s    
step 00175 (15.1%) | loss: 4.569034 | lrm: 1.00 | dt: 283ms | tok/sec: 115,921 | mfu: 4.7% | epoch: 1 | remaining: 254s    
step 00176 (15.2%) | loss: 4.553889 | lrm: 1.00 | dt: 276ms | tok/sec: 118,660 | mfu: 4.8% | epoch: 1 | remaining: 254s    
step 00177 (15.3%) | loss: 4.550879 | lrm: 1.00 | dt: 278ms | tok/sec: 117,827 | mfu: 4.8% | epoch: 1 | remaining: 254s    
step 00178 (15.4%) | loss: 4.547697 | lrm: 1.00 | dt: 280ms | tok/sec: 117,211 | mfu: 4.8% | epoch: 1 | remaining: 254s    
step 00179 (15.5%) | loss: 4.533247 | lrm: 1.00 | dt: 277ms | tok/sec: 118,157 | mfu: 4.8% | epoch: 1 | remaining: 253s    
step 00180 (15.6%) | loss: 4.534609 | lrm: 1.00 | dt: 277ms | tok/sec: 118,088 | mfu: 4.8% | epoch: 1 | remaining: 253s    
step 00181 (15.7%) | loss: 4.525033 | lrm: 1.00 | dt: 277ms | tok/sec: 118,385 | mfu: 4.8% | epoch: 1 | remaining: 253s    
step 00182 (15.8%) | loss: 4.524812 | lrm: 1.00 | dt: 282ms | tok/sec: 116,290 | mfu: 4.7% | epoch: 1 | remaining: 252s    
step 00183 (15.8%) | loss: 4.522880 | lrm: 1.00 | dt: 278ms | tok/sec: 117,891 | mfu: 4.8% | epoch: 1 | remaining: 252s    
step 00184 (15.9%) | loss: 4.525495 | lrm: 1.00 | dt: 275ms | tok/sec: 119,177 | mfu: 4.8% | epoch: 1 | remaining: 252s    
step 00185 (16.0%) | loss: 4.512246 | lrm: 1.00 | dt: 282ms | tok/sec: 116,181 | mfu: 4.7% | epoch: 1 | remaining: 252s    
step 00186 (16.1%) | loss: 4.509912 | lrm: 1.00 | dt: 276ms | tok/sec: 118,927 | mfu: 4.8% | epoch: 1 | remaining: 251s    
step 00187 (16.2%) | loss: 4.504814 | lrm: 1.00 | dt: 278ms | tok/sec: 117,675 | mfu: 4.8% | epoch: 1 | remaining: 251s    
step 00188 (16.3%) | loss: 4.495856 | lrm: 1.00 | dt: 274ms | tok/sec: 119,686 | mfu: 4.9% | epoch: 1 | remaining: 251s    
step 00189 (16.4%) | loss: 4.492966 | lrm: 1.00 | dt: 280ms | tok/sec: 116,867 | mfu: 4.7% | epoch: 1 | remaining: 251s    
step 00190 (16.5%) | loss: 4.489149 | lrm: 1.00 | dt: 279ms | tok/sec: 117,326 | mfu: 4.8% | epoch: 1 | remaining: 250s    
step 00191 (16.6%) | loss: 4.487309 | lrm: 1.00 | dt: 274ms | tok/sec: 119,461 | mfu: 4.9% | epoch: 1 | remaining: 250s    
step 00192 (16.7%) | loss: 4.474786 | lrm: 1.00 | dt: 278ms | tok/sec: 117,961 | mfu: 4.8% | epoch: 1 | remaining: 250s    
step 00193 (16.8%) | loss: 4.472222 | lrm: 1.00 | dt: 280ms | tok/sec: 117,201 | mfu: 4.8% | epoch: 1 | remaining: 249s    
step 00194 (16.9%) | loss: 4.463128 | lrm: 1.00 | dt: 278ms | tok/sec: 117,904 | mfu: 4.8% | epoch: 1 | remaining: 249s    
step 00195 (17.0%) | loss: 4.465098 | lrm: 1.00 | dt: 275ms | tok/sec: 119,201 | mfu: 4.8% | epoch: 1 | remaining: 249s    
step 00196 (17.0%) | loss: 4.453532 | lrm: 1.00 | dt: 284ms | tok/sec: 115,282 | mfu: 4.7% | epoch: 1 | remaining: 249s    
step 00197 (17.1%) | loss: 4.440955 | lrm: 1.00 | dt: 275ms | tok/sec: 118,961 | mfu: 4.8% | epoch: 1 | remaining: 248s    
step 00198 (17.2%) | loss: 4.439823 | lrm: 1.00 | dt: 279ms | tok/sec: 117,503 | mfu: 4.8% | epoch: 1 | remaining: 248s    
step 00199 (17.3%) | loss: 4.445026 | lrm: 1.00 | dt: 273ms | tok/sec: 119,909 | mfu: 4.9% | epoch: 1 | remaining: 248s    
step 00200 (17.4%) | loss: 4.433506 | lrm: 1.00 | dt: 282ms | tok/sec: 116,153 | mfu: 4.7% | epoch: 1 | remaining: 247s    
step 00201 (17.5%) | loss: 4.423063 | lrm: 1.00 | dt: 276ms | tok/sec: 118,920 | mfu: 4.8% | epoch: 1 | remaining: 247s    
step 00202 (17.6%) | loss: 4.412942 | lrm: 1.00 | dt: 276ms | tok/sec: 118,708 | mfu: 4.8% | epoch: 1 | remaining: 247s    
step 00203 (17.7%) | loss: 4.417790 | lrm: 1.00 | dt: 279ms | tok/sec: 117,636 | mfu: 4.8% | epoch: 1 | remaining: 247s    
step 00204 (17.8%) | loss: 4.412155 | lrm: 1.00 | dt: 280ms | tok/sec: 117,007 | mfu: 4.8% | epoch: 1 | remaining: 246s    
step 00205 (17.9%) | loss: 4.415401 | lrm: 1.00 | dt: 276ms | tok/sec: 118,892 | mfu: 4.8% | epoch: 1 | remaining: 246s    
step 00206 (18.0%) | loss: 4.411125 | lrm: 1.00 | dt: 279ms | tok/sec: 117,615 | mfu: 4.8% | epoch: 1 | remaining: 246s    
step 00207 (18.1%) | loss: 4.393598 | lrm: 1.00 | dt: 281ms | tok/sec: 116,542 | mfu: 4.7% | epoch: 1 | remaining: 246s    
step 00208 (18.2%) | loss: 4.369054 | lrm: 1.00 | dt: 278ms | tok/sec: 117,961 | mfu: 4.8% | epoch: 1 | remaining: 245s    
step 00209 (18.3%) | loss: 4.376368 | lrm: 1.00 | dt: 276ms | tok/sec: 118,725 | mfu: 4.8% | epoch: 1 | remaining: 245s    
step 00210 (18.3%) | loss: 4.362467 | lrm: 1.00 | dt: 279ms | tok/sec: 117,580 | mfu: 4.8% | epoch: 1 | remaining: 245s    
step 00211 (18.4%) | loss: 4.345549 | lrm: 1.00 | dt: 281ms | tok/sec: 116,564 | mfu: 4.7% | epoch: 1 | remaining: 244s    
step 00212 (18.5%) | loss: 4.344065 | lrm: 1.00 | dt: 276ms | tok/sec: 118,732 | mfu: 4.8% | epoch: 1 | remaining: 244s    
step 00213 (18.6%) | loss: 4.337983 | lrm: 1.00 | dt: 278ms | tok/sec: 117,711 | mfu: 4.8% | epoch: 1 | remaining: 244s    
step 00214 (18.7%) | loss: 4.344512 | lrm: 1.00 | dt: 281ms | tok/sec: 116,457 | mfu: 4.7% | epoch: 1 | remaining: 244s    
step 00215 (18.8%) | loss: 4.345056 | lrm: 1.00 | dt: 277ms | tok/sec: 118,431 | mfu: 4.8% | epoch: 1 | remaining: 243s    
step 00216 (18.9%) | loss: 4.340053 | lrm: 1.00 | dt: 278ms | tok/sec: 117,973 | mfu: 4.8% | epoch: 1 | remaining: 243s    
step 00217 (19.0%) | loss: 4.338060 | lrm: 1.00 | dt: 272ms | tok/sec: 120,605 | mfu: 4.9% | epoch: 1 | remaining: 243s    
step 00218 (19.1%) | loss: 4.334664 | lrm: 1.00 | dt: 281ms | tok/sec: 116,780 | mfu: 4.7% | epoch: 1 | remaining: 242s    
step 00219 (19.2%) | loss: 4.325188 | lrm: 1.00 | dt: 279ms | tok/sec: 117,310 | mfu: 4.8% | epoch: 1 | remaining: 242s    
step 00220 (19.3%) | loss: 4.321838 | lrm: 1.00 | dt: 278ms | tok/sec: 117,854 | mfu: 4.8% | epoch: 1 | remaining: 242s    
step 00221 (19.4%) | loss: 4.323324 | lrm: 1.00 | dt: 282ms | tok/sec: 116,227 | mfu: 4.7% | epoch: 1 | remaining: 242s    
step 00222 (19.5%) | loss: 4.318600 | lrm: 1.00 | dt: 277ms | tok/sec: 118,258 | mfu: 4.8% | epoch: 1 | remaining: 241s    
step 00223 (19.6%) | loss: 4.311992 | lrm: 1.00 | dt: 277ms | tok/sec: 118,463 | mfu: 4.8% | epoch: 1 | remaining: 241s    
step 00224 (19.6%) | loss: 4.300723 | lrm: 1.00 | dt: 277ms | tok/sec: 118,339 | mfu: 4.8% | epoch: 1 | remaining: 241s    
step 00225 (19.7%) | loss: 4.294174 | lrm: 1.00 | dt: 282ms | tok/sec: 116,034 | mfu: 4.7% | epoch: 1 | remaining: 241s    
step 00226 (19.8%) | loss: 4.287925 | lrm: 1.00 | dt: 276ms | tok/sec: 118,622 | mfu: 4.8% | epoch: 1 | remaining: 240s    
step 00227 (19.9%) | loss: 4.287835 | lrm: 1.00 | dt: 277ms | tok/sec: 118,206 | mfu: 4.8% | epoch: 1 | remaining: 240s    
step 00228 (20.0%) | loss: 4.283145 | lrm: 1.00 | dt: 277ms | tok/sec: 118,380 | mfu: 4.8% | epoch: 1 | remaining: 240s    
step 00229 (20.1%) | loss: 4.285931 | lrm: 1.00 | dt: 281ms | tok/sec: 116,807 | mfu: 4.7% | epoch: 1 | remaining: 239s    
step 00230 (20.2%) | loss: 4.287946 | lrm: 1.00 | dt: 276ms | tok/sec: 118,925 | mfu: 4.8% | epoch: 1 | remaining: 239s    
step 00231 (20.3%) | loss: 4.274333 | lrm: 1.00 | dt: 277ms | tok/sec: 118,255 | mfu: 4.8% | epoch: 1 | remaining: 239s    
step 00232 (20.4%) | loss: 4.283462 | lrm: 1.00 | dt: 281ms | tok/sec: 116,671 | mfu: 4.7% | epoch: 1 | remaining: 239s    
step 00233 (20.5%) | loss: 4.281447 | lrm: 1.00 | dt: 277ms | tok/sec: 118,478 | mfu: 4.8% | epoch: 1 | remaining: 238s    
step 00234 (20.6%) | loss: 4.288053 | lrm: 1.00 | dt: 277ms | tok/sec: 118,464 | mfu: 4.8% | epoch: 1 | remaining: 238s    
step 00235 (20.7%) | loss: 4.276466 | lrm: 1.00 | dt: 275ms | tok/sec: 118,972 | mfu: 4.8% | epoch: 1 | remaining: 238s    
step 00236 (20.8%) | loss: 4.263708 | lrm: 1.00 | dt: 280ms | tok/sec: 116,970 | mfu: 4.8% | epoch: 1 | remaining: 237s    
step 00237 (20.8%) | loss: 4.255628 | lrm: 1.00 | dt: 279ms | tok/sec: 117,518 | mfu: 4.8% | epoch: 1 | remaining: 237s    
step 00238 (20.9%) | loss: 4.253839 | lrm: 1.00 | dt: 276ms | tok/sec: 118,908 | mfu: 4.8% | epoch: 1 | remaining: 237s    
step 00239 (21.0%) | loss: 4.247692 | lrm: 1.00 | dt: 283ms | tok/sec: 115,699 | mfu: 4.7% | epoch: 1 | remaining: 237s    
step 00240 (21.1%) | loss: 4.250934 | lrm: 1.00 | dt: 274ms | tok/sec: 119,479 | mfu: 4.9% | epoch: 1 | remaining: 236s    
step 00241 (21.2%) | loss: 4.242677 | lrm: 1.00 | dt: 278ms | tok/sec: 117,730 | mfu: 4.8% | epoch: 1 | remaining: 236s    
step 00242 (21.3%) | loss: 4.242119 | lrm: 1.00 | dt: 275ms | tok/sec: 119,098 | mfu: 4.8% | epoch: 1 | remaining: 236s    
step 00243 (21.4%) | loss: 4.234812 | lrm: 1.00 | dt: 280ms | tok/sec: 117,056 | mfu: 4.8% | epoch: 1 | remaining: 236s    
step 00244 (21.5%) | loss: 4.222678 | lrm: 1.00 | dt: 278ms | tok/sec: 117,931 | mfu: 4.8% | epoch: 1 | remaining: 235s    
step 00245 (21.6%) | loss: 4.223409 | lrm: 1.00 | dt: 276ms | tok/sec: 118,659 | mfu: 4.8% | epoch: 1 | remaining: 235s    
step 00246 (21.7%) | loss: 4.216093 | lrm: 1.00 | dt: 277ms | tok/sec: 118,219 | mfu: 4.8% | epoch: 1 | remaining: 235s    
step 00247 (21.8%) | loss: 4.216966 | lrm: 1.00 | dt: 281ms | tok/sec: 116,520 | mfu: 4.7% | epoch: 1 | remaining: 234s    
step 00248 (21.9%) | loss: 4.218346 | lrm: 1.00 | dt: 277ms | tok/sec: 118,245 | mfu: 4.8% | epoch: 1 | remaining: 234s    
step 00249 (22.0%) | loss: 4.211610 | lrm: 1.00 | dt: 275ms | tok/sec: 118,985 | mfu: 4.8% | epoch: 1 | remaining: 234s    
step 00250 (22.1%) | loss: 4.205437 | lrm: 1.00 | dt: 285ms | tok/sec: 115,052 | mfu: 4.7% | epoch: 1 | remaining: 234s    
step 00251 (22.1%) | loss: 4.208396 | lrm: 1.00 | dt: 277ms | tok/sec: 118,285 | mfu: 4.8% | epoch: 1 | remaining: 233s    
step 00252 (22.2%) | loss: 4.212916 | lrm: 1.00 | dt: 280ms | tok/sec: 117,235 | mfu: 4.8% | epoch: 1 | remaining: 233s    
step 00253 (22.3%) | loss: 4.210530 | lrm: 1.00 | dt: 274ms | tok/sec: 119,675 | mfu: 4.9% | epoch: 1 | remaining: 233s    
step 00254 (22.4%) | loss: 4.209075 | lrm: 1.00 | dt: 283ms | tok/sec: 115,886 | mfu: 4.7% | epoch: 1 | remaining: 232s    
step 00255 (22.5%) | loss: 4.208513 | lrm: 1.00 | dt: 278ms | tok/sec: 118,040 | mfu: 4.8% | epoch: 1 | remaining: 232s    
step 00256 (22.6%) | loss: 4.203298 | lrm: 1.00 | dt: 277ms | tok/sec: 118,196 | mfu: 4.8% | epoch: 1 | remaining: 232s    
step 00257 (22.7%) | loss: 4.196432 | lrm: 1.00 | dt: 283ms | tok/sec: 115,646 | mfu: 4.7% | epoch: 1 | remaining: 232s    
step 00258 (22.8%) | loss: 4.192495 | lrm: 1.00 | dt: 277ms | tok/sec: 118,145 | mfu: 4.8% | epoch: 1 | remaining: 231s    
step 00259 (22.9%) | loss: 4.198349 | lrm: 1.00 | dt: 278ms | tok/sec: 117,807 | mfu: 4.8% | epoch: 1 | remaining: 231s    
step 00260 (23.0%) | loss: 4.198350 | lrm: 1.00 | dt: 277ms | tok/sec: 118,269 | mfu: 4.8% | epoch: 1 | remaining: 231s    
step 00261 (23.1%) | loss: 4.206590 | lrm: 1.00 | dt: 283ms | tok/sec: 115,940 | mfu: 4.7% | epoch: 1 | remaining: 230s    
step 00262 (23.2%) | loss: 4.196727 | lrm: 1.00 | dt: 277ms | tok/sec: 118,488 | mfu: 4.8% | epoch: 1 | remaining: 230s    
step 00263 (23.3%) | loss: 4.192411 | lrm: 1.00 | dt: 275ms | tok/sec: 119,036 | mfu: 4.8% | epoch: 1 | remaining: 230s    
step 00264 (23.4%) | loss: 4.180436 | lrm: 1.00 | dt: 280ms | tok/sec: 117,062 | mfu: 4.8% | epoch: 1 | remaining: 230s    
step 00265 (23.4%) | loss: 4.186729 | lrm: 1.00 | dt: 280ms | tok/sec: 117,052 | mfu: 4.8% | epoch: 1 | remaining: 229s    
step 00266 (23.5%) | loss: 4.169637 | lrm: 1.00 | dt: 275ms | tok/sec: 119,166 | mfu: 4.8% | epoch: 1 | remaining: 229s    
step 00267 (23.6%) | loss: 4.165435 | lrm: 1.00 | dt: 279ms | tok/sec: 117,577 | mfu: 4.8% | epoch: 1 | remaining: 229s    
step 00268 (23.7%) | loss: 4.166113 | lrm: 1.00 | dt: 282ms | tok/sec: 116,315 | mfu: 4.7% | epoch: 1 | remaining: 229s    
step 00269 (23.8%) | loss: 4.162996 | lrm: 1.00 | dt: 279ms | tok/sec: 117,612 | mfu: 4.8% | epoch: 1 | remaining: 228s    
step 00270 (23.9%) | loss: 4.175558 | lrm: 1.00 | dt: 275ms | tok/sec: 119,115 | mfu: 4.8% | epoch: 1 | remaining: 228s    
step 00271 (24.0%) | loss: 4.169342 | lrm: 1.00 | dt: 277ms | tok/sec: 118,086 | mfu: 4.8% | epoch: 1 | remaining: 228s    
step 00272 (24.1%) | loss: 4.162764 | lrm: 1.00 | dt: 279ms | tok/sec: 117,395 | mfu: 4.8% | epoch: 1 | remaining: 227s    
step 00273 (24.2%) | loss: 4.156758 | lrm: 1.00 | dt: 280ms | tok/sec: 116,965 | mfu: 4.8% | epoch: 1 | remaining: 227s    
step 00274 (24.3%) | loss: 4.144377 | lrm: 1.00 | dt: 277ms | tok/sec: 118,432 | mfu: 4.8% | epoch: 1 | remaining: 227s    
step 00275 (24.4%) | loss: 4.150749 | lrm: 1.00 | dt: 282ms | tok/sec: 116,224 | mfu: 4.7% | epoch: 1 | remaining: 227s    
step 00276 (24.5%) | loss: 4.144958 | lrm: 1.00 | dt: 278ms | tok/sec: 117,924 | mfu: 4.8% | epoch: 1 | remaining: 226s    
step 00277 (24.6%) | loss: 4.143098 | lrm: 1.00 | dt: 278ms | tok/sec: 117,975 | mfu: 4.8% | epoch: 1 | remaining: 226s    
step 00278 (24.7%) | loss: 4.137138 | lrm: 1.00 | dt: 276ms | tok/sec: 118,763 | mfu: 4.8% | epoch: 1 | remaining: 226s    
step 00279 (24.7%) | loss: 4.136819 | lrm: 1.00 | dt: 284ms | tok/sec: 115,261 | mfu: 4.7% | epoch: 1 | remaining: 225s    
step 00280 (24.8%) | loss: 4.143128 | lrm: 1.00 | dt: 277ms | tok/sec: 118,112 | mfu: 4.8% | epoch: 1 | remaining: 225s    
step 00281 (24.9%) | loss: 4.131798 | lrm: 1.00 | dt: 280ms | tok/sec: 117,086 | mfu: 4.8% | epoch: 1 | remaining: 225s    
step 00282 (25.0%) | loss: 4.144039 | lrm: 1.00 | dt: 275ms | tok/sec: 119,289 | mfu: 4.8% | epoch: 1 | remaining: 225s    
step 00283 (25.1%) | loss: 4.140297 | lrm: 1.00 | dt: 284ms | tok/sec: 115,427 | mfu: 4.7% | epoch: 1 | remaining: 224s    
step 00284 (25.2%) | loss: 4.142074 | lrm: 1.00 | dt: 275ms | tok/sec: 119,161 | mfu: 4.8% | epoch: 1 | remaining: 224s    
step 00285 (25.3%) | loss: 4.123986 | lrm: 1.00 | dt: 278ms | tok/sec: 117,866 | mfu: 4.8% | epoch: 1 | remaining: 224s    
step 00286 (25.4%) | loss: 4.127434 | lrm: 1.00 | dt: 282ms | tok/sec: 116,132 | mfu: 4.7% | epoch: 1 | remaining: 224s    
step 00287 (25.5%) | loss: 4.107405 | lrm: 1.00 | dt: 278ms | tok/sec: 117,723 | mfu: 4.8% | epoch: 1 | remaining: 223s    
step 00288 (25.6%) | loss: 4.116949 | lrm: 1.00 | dt: 278ms | tok/sec: 117,856 | mfu: 4.8% | epoch: 1 | remaining: 223s    
step 00289 (25.7%) | loss: 4.115384 | lrm: 1.00 | dt: 277ms | tok/sec: 118,396 | mfu: 4.8% | epoch: 1 | remaining: 223s    
step 00290 (25.8%) | loss: 4.116248 | lrm: 1.00 | dt: 282ms | tok/sec: 116,143 | mfu: 4.7% | epoch: 1 | remaining: 222s    
step 00291 (25.9%) | loss: 4.109222 | lrm: 1.00 | dt: 277ms | tok/sec: 118,310 | mfu: 4.8% | epoch: 1 | remaining: 222s    
step 00292 (26.0%) | loss: 4.106767 | lrm: 1.00 | dt: 277ms | tok/sec: 118,241 | mfu: 4.8% | epoch: 1 | remaining: 222s    
step 00293 (26.0%) | loss: 4.098030 | lrm: 1.00 | dt: 282ms | tok/sec: 116,000 | mfu: 4.7% | epoch: 1 | remaining: 222s    
step 00294 (26.1%) | loss: 4.102358 | lrm: 1.00 | dt: 278ms | tok/sec: 117,725 | mfu: 4.8% | epoch: 1 | remaining: 221s    
step 00295 (26.2%) | loss: 4.106554 | lrm: 1.00 | dt: 278ms | tok/sec: 118,059 | mfu: 4.8% | epoch: 1 | remaining: 221s    
step 00296 (26.3%) | loss: 4.106880 | lrm: 1.00 | dt: 276ms | tok/sec: 118,938 | mfu: 4.8% | epoch: 1 | remaining: 221s    
step 00297 (26.4%) | loss: 4.116768 | lrm: 1.00 | dt: 282ms | tok/sec: 116,150 | mfu: 4.7% | epoch: 1 | remaining: 220s    
step 00298 (26.5%) | loss: 4.115009 | lrm: 1.00 | dt: 280ms | tok/sec: 117,167 | mfu: 4.8% | epoch: 1 | remaining: 220s    
step 00299 (26.6%) | loss: 4.118750 | lrm: 1.00 | dt: 274ms | tok/sec: 119,675 | mfu: 4.9% | epoch: 1 | remaining: 220s    
step 00300 (26.7%) | loss: 4.114466 | lrm: 1.00 | dt: 283ms | tok/sec: 115,761 | mfu: 4.7% | epoch: 1 | remaining: 220s    
step 00301 (26.8%) | loss: 4.106784 | lrm: 1.00 | dt: 277ms | tok/sec: 118,497 | mfu: 4.8% | epoch: 1 | remaining: 219s    
step 00302 (26.9%) | loss: 4.110386 | lrm: 1.00 | dt: 279ms | tok/sec: 117,347 | mfu: 4.8% | epoch: 1 | remaining: 219s    
step 00303 (27.0%) | loss: 4.116203 | lrm: 1.00 | dt: 278ms | tok/sec: 118,015 | mfu: 4.8% | epoch: 1 | remaining: 219s    
step 00304 (27.1%) | loss: 4.111485 | lrm: 1.00 | dt: 283ms | tok/sec: 115,584 | mfu: 4.7% | epoch: 1 | remaining: 219s    
step 00305 (27.2%) | loss: 4.107805 | lrm: 1.00 | dt: 276ms | tok/sec: 118,776 | mfu: 4.8% | epoch: 1 | remaining: 218s    
step 00306 (27.3%) | loss: 4.107035 | lrm: 1.00 | dt: 279ms | tok/sec: 117,421 | mfu: 4.8% | epoch: 1 | remaining: 218s    
step 00307 (27.3%) | loss: 4.107061 | lrm: 1.00 | dt: 278ms | tok/sec: 117,739 | mfu: 4.8% | epoch: 1 | remaining: 218s    
step 00308 (27.4%) | loss: 4.093310 | lrm: 1.00 | dt: 283ms | tok/sec: 115,977 | mfu: 4.7% | epoch: 1 | remaining: 217s    
step 00309 (27.5%) | loss: 4.087871 | lrm: 1.00 | dt: 278ms | tok/sec: 117,686 | mfu: 4.8% | epoch: 1 | remaining: 217s    
step 00310 (27.6%) | loss: 4.081546 | lrm: 1.00 | dt: 273ms | tok/sec: 119,898 | mfu: 4.9% | epoch: 1 | remaining: 217s    
step 00311 (27.7%) | loss: 4.083329 | lrm: 1.00 | dt: 284ms | tok/sec: 115,236 | mfu: 4.7% | epoch: 1 | remaining: 217s    
step 00312 (27.8%) | loss: 4.069757 | lrm: 1.00 | dt: 277ms | tok/sec: 118,435 | mfu: 4.8% | epoch: 1 | remaining: 216s    
step 00313 (27.9%) | loss: 4.063949 | lrm: 1.00 | dt: 280ms | tok/sec: 117,143 | mfu: 4.8% | epoch: 1 | remaining: 216s    
step 00314 (28.0%) | loss: 4.063998 | lrm: 1.00 | dt: 277ms | tok/sec: 118,138 | mfu: 4.8% | epoch: 1 | remaining: 216s    
step 00315 (28.1%) | loss: 4.069253 | lrm: 1.00 | dt: 282ms | tok/sec: 116,113 | mfu: 4.7% | epoch: 1 | remaining: 215s    
step 00316 (28.2%) | loss: 4.064641 | lrm: 1.00 | dt: 278ms | tok/sec: 117,808 | mfu: 4.8% | epoch: 1 | remaining: 215s    
step 00317 (28.3%) | loss: 4.067895 | lrm: 1.00 | dt: 277ms | tok/sec: 118,280 | mfu: 4.8% | epoch: 1 | remaining: 215s    
step 00318 (28.4%) | loss: 4.076762 | lrm: 1.00 | dt: 281ms | tok/sec: 116,740 | mfu: 4.7% | epoch: 1 | remaining: 215s    
step 00319 (28.5%) | loss: 4.075724 | lrm: 1.00 | dt: 276ms | tok/sec: 118,887 | mfu: 4.8% | epoch: 1 | remaining: 214s    
step 00320 (28.6%) | loss: 4.072545 | lrm: 1.00 | dt: 275ms | tok/sec: 119,346 | mfu: 4.9% | epoch: 1 | remaining: 214s    
step 00321 (28.6%) | loss: 4.069051 | lrm: 1.00 | dt: 277ms | tok/sec: 118,449 | mfu: 4.8% | epoch: 1 | remaining: 214s    
step 00322 (28.7%) | loss: 4.078337 | lrm: 1.00 | dt: 282ms | tok/sec: 116,203 | mfu: 4.7% | epoch: 1 | remaining: 214s    
step 00323 (28.8%) | loss: 4.065768 | lrm: 1.00 | dt: 279ms | tok/sec: 117,249 | mfu: 4.8% | epoch: 1 | remaining: 213s    
step 00324 (28.9%) | loss: 4.079005 | lrm: 1.00 | dt: 277ms | tok/sec: 118,415 | mfu: 4.8% | epoch: 1 | remaining: 213s    
step 00325 (29.0%) | loss: 4.074948 | lrm: 1.00 | dt: 279ms | tok/sec: 117,458 | mfu: 4.8% | epoch: 1 | remaining: 213s    
step 00326 (29.1%) | loss: 4.068736 | lrm: 1.00 | dt: 281ms | tok/sec: 116,559 | mfu: 4.7% | epoch: 1 | remaining: 212s    
step 00327 (29.2%) | loss: 4.065450 | lrm: 1.00 | dt: 279ms | tok/sec: 117,634 | mfu: 4.8% | epoch: 1 | remaining: 212s    
step 00328 (29.3%) | loss: 4.064986 | lrm: 1.00 | dt: 278ms | tok/sec: 117,990 | mfu: 4.8% | epoch: 1 | remaining: 212s    
step 00329 (29.4%) | loss: 4.053648 | lrm: 1.00 | dt: 285ms | tok/sec: 115,118 | mfu: 4.7% | epoch: 1 | remaining: 212s    
step 00330 (29.5%) | loss: 4.047774 | lrm: 1.00 | dt: 277ms | tok/sec: 118,225 | mfu: 4.8% | epoch: 1 | remaining: 211s    
step 00331 (29.6%) | loss: 4.046254 | lrm: 1.00 | dt: 279ms | tok/sec: 117,560 | mfu: 4.8% | epoch: 1 | remaining: 211s    
